0.347479	2.43664	0.0409288	0.0427804	1.162	
0.452871	2.05933	0.0408043	0.0369644	1.13544	
0.657058	2.27285	0.0291126	0.034961	1.12302	
0.339138	2.29238	0.0447544	0.03122	1.04467	
0.37114	1.60793	0.0497511	0.0494797	1.09304	
0.476331	1.65855	0.037218	0.0395084	1.06182	
0.472423	1.82906	0.0399147	0.0208537	1.07072	
0.455321	2.25669	0.0401754	0.041827	1.17107	
0.376391	1.73423	0.0432328	0.0422641	1.12513	
0.426004	1.83539	0.0322384	0.0286233	1.13122	
0.585418	1.99791	0.03829	0.0383468	1.18306	
0.411922	1.93296	0.0385966	0.0388158	1.05977	
0.32656	1.27991	0.0525362	0.0428661	1.09879	
0.375637	2.0941	0.0384223	0.0278462	1.21253	
0.375364	2.14463	0.0366954	0.0421652	1.07757	
0.376662	2.35294	0.033831	0.0174987	1.08838	
0.425975	1.7219	0.03891	0.0286929	1.06721	
0.397112	1.57776	0.0496955	0.0332481	1.0723	
0.510826	1.84088	0.0419013	0.0299177	1.1047	
0.649159	2.0224	0.040726	0.0371197	1.08188	
0.552044	2.24915	0.0404092	0.0284337	1.11923	
0.560115	1.9224	0.0320315	0.0387076	1.1011	
0.302038	1.75348	0.0447638	0.0413765	1.06794	
0.447855	1.72523	0.0398128	0.0439063	1.10514	
0.331817	1.91952	0.0300541	0.0383528	1.08695	
0.195111	2.01914	0.0421487	0.0372158	1.04579	
0.34092	1.98742	0.0440368	0.0385909	1.08399	
0.414362	1.94434	0.0306776	0.0228555	1.04552	
0.459181	1.87843	0.037649	0.030957	1.06484	
0.46321	1.98852	0.0348786	0.0325769	1.04995	
0.419174	1.83387	0.0364313	0.0345236	1.11441	
0.209015	2.3849	0.0352256	0.023776	1.15327	
0.461771	2.11049	0.0414647	0.0443284	1.01095	
0.437242	2.30534	0.0408303	0.0384967	1.14454	
0.412547	2.25039	0.0455366	0.0187598	1.11574	
0.285971	2.05509	0.0427131	0.0331366	1.10879	
0.377559	2.04223	0.0445618	0.0492043	1.11094	
0.243364	1.8129	0.0343823	0.0432544	1.06619	
0.442488	2.35951	0.0421636	0.0303138	1.05212	
0.365938	1.95365	0.0435032	0.0508534	1.10301	
0.443893	2.41623	0.039378	0.0319554	1.2007	
0.453937	2.41076	0.0382114	0.0360506	1.03481	
0.555805	2.07055	0.039933	0.0370079	1.117	
0.249696	2.32223	0.0379537	0.0316864	1.09717	
0.295328	2.32383	0.0454465	0.0392398	1.07035	
0.309238	1.70678	0.0419087	0.0265509	1.08903	
